feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1069,CUST9031,Product A,Pricing,I love this product! It's exactly what I needed.,4,Positive,93,2024-11-13,East,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1070,CUST9548,Product C,User Experience,Bad experience. The product arrived late and broken.,1,Negative,33,2025-02-12,West,Returning,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1071,CUST6280,Product B,Product Quality,Acceptable product but room for improvement in several areas.,3,Neutral,58,2025-01-19,East,Returning,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1072,CUST1470,Product D,Delivery,The product quality is subpar and doesn't meet expectations.,2,Negative,20,2024-07-06,South,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1073,CUST5526,Product E,Product Quality,The delivery was fast and the product is exactly as described.,5,Positive,88,2024-06-04,South,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1074,CUST8800,Product D,Pricing,Customer support is unhelpful and rude.,1,Negative,32,2024-07-04,North,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1075,CUST7046,Product D,User Experience,Outstanding customer service. They resolved my issue quickly.,5,Positive,98,2024-08-27,East,Returning,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1076,CUST5118,Product B,Product Quality,Fantastic! Will definitely order again.,5,Positive,89,2025-05-16,South,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1077,CUST8933,Product C,Features,The delivery took too long and the product was damaged.,1,Negative,16,2024-03-01,East,New,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1078,CUST1231,Product E,Customer Service,I love this product! It's exactly what I needed.,4,Positive,89,2024-05-16,East,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1079,CUST1200,Product E,Delivery,The delivery took too long and the product was damaged.,2,Negative,13,2023-12-25,West,Returning,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1080,CUST2869,Product A,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,95,2025-01-24,West,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1081,CUST5978,Product A,Customer Service,Very disappointed with the product quality. Not worth the price.,1,Negative,14,2025-06-12,North,Premium,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1082,CUST9561,Product D,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,34,2024-12-30,West,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1083,CUST1986,Product E,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,68,2025-06-24,North,New,neutral feelings about this. it works but not impressive.,"['neutral', 'feelings', 'about', 'this', '.', 'it', 'works', 'but', 'not', 'impressive', '.']","['neutral', 'feelings', '.', 'works', 'impressive', '.']","['neutral', 'feeling', '.', 'work', 'impressive', '.']",neutral feeling . work impressive .
FB1084,CUST3847,Product E,Product Quality,Amazing experience! The product exceeded my expectations.,4,Positive,87,2025-08-01,South,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1085,CUST1534,Product B,Delivery,The team was very helpful and professional.,5,Positive,89,2024-12-22,East,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1086,CUST4241,Product D,Product Quality,Outstanding customer service. They resolved my issue quickly.,5,Positive,100,2025-02-06,South,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1087,CUST1977,Product B,Delivery,It's decent but could be better. Price is fair.,3,Neutral,52,2024-03-31,East,Returning,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1088,CUST9199,Product E,Pricing,The delivery was fast and the product is exactly as described.,5,Positive,88,2024-03-06,West,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1089,CUST5102,Product A,Product Quality,Five stars! The quality is superb and the price is reasonable.,5,Positive,99,2025-07-04,South,Premium,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1090,CUST1659,Product B,Pricing,Very disappointed with the product quality. Not worth the price.,2,Negative,28,2025-06-11,West,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1091,CUST9056,Product A,Pricing,The experience was okay. Some issues but manageable.,3,Neutral,70,2024-05-03,East,Returning,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1092,CUST7744,Product D,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,90,2024-10-06,West,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1093,CUST2899,Product D,User Experience,I love this product! It's exactly what I needed.,5,Positive,90,2023-12-07,North,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1094,CUST6927,Product E,Pricing,Excellent product! Really satisfied with the quality and service.,4,Positive,96,2025-05-08,West,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1095,CUST8941,Product A,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,94,2024-05-26,South,Premium,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1096,CUST4681,Product A,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,82,2024-04-10,North,Premium,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1097,CUST8905,Product D,Customer Service,The delivery was fast and the product is exactly as described.,5,Positive,93,2024-04-05,West,Premium,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
